"ID","PERMITNUMBER","PERMITTYPE","PERMITTYPEKEY","STATUS","CONTRACTOR","CATEGORYNAME","WORKTYPE","ZONING","SQUAREFEET","PERMITFEE","PROJECTCOSTS","ADDRESS","CITY","STATE","ZIPCODE","GPSX","GPSY","DISTRICT","NEIGHBORHOOD","ISSUEDATE","Latitude","Longitude"
"8172","HV953061","HVAC Permit","HVAC","Issued","DFH COMPANY","Single Family","Replacement","R2","0","155","8450","148   WESTWIND RD","INDIAN HILLS","KY","40207-0000","1235562","284408","07","","2015-08-14 10:57:48","38.272482922199998","-85.660281219799998"
"8204","EL948179","Electrical Permit","ELECTRICAL","Issued","BEAVIN ELECTRIC COMPANY","Single Family","Rewire Repair Add Wiring","R4","0","50","200","2313   THORNHILL RD","THORNHILL","KY","40222-0000","1245676","289720","16","","2015-07-14 11:55:44","38.287487954100001","-85.625331436500005"
"8224","HV954151","HVAC Permit","HVAC","Issued","HETTINGER & SCHUCK LLC","Single Family","Replacement","R4","0","105","2375","3711   HILLSDALE RD","LOUISVILLE","KY","40222-0000","1241955","297182","16","","2015-08-24 07:52:18","38.307822925000004","-85.638685918999997"
"8228","14BL3504","Building Permit","BUILDING","Issued","LBM CONSTRUCTION","Commercial","Renovation - Alter - Repair","OR3","19400","325","120000","4003   KRESGE WAY","ST MATTHEWS","KY","40207-0000","1241197","272266","26","","2014-07-11 11:59:17","38.239380008099999","-85.640016856299994"
"8260","HV960358","HVAC Permit","HVAC","Issued","NORMANS SERVICE COMPANY","Single Family","Replacement","R4","0","105","2580","5811   BRANDYWYNE CT","LOUISVILLE","KY","40291-0000","1256132","244323","22","","2015-10-07 17:21:37","38.163263428100002","-85.586611315100001"
"8270","EL956588","Electrical Permit","ELECTRICAL","Issued","NEW CIRCLE MECHANICAL HEATING","Single Family","Rewire Repair Add Wiring","R5","0","50","1000","7411   KING WILLIAM CT","LOUISVILLE","KY","40214-0000","1206550","235005","13","","2015-09-10 11:12:42","38.135576157800003","-85.758506599"
"8291","BL918446","Building Permit","BUILDING","Issued","BACKYARD POOLS INC","Single Family","Addition","R4","512","50","29633.5","9220   WELLINGTON HILL CT","LOUISVILLE","KY","40291-0000","1254790","236783","22","","2014-10-02 12:45:34","38.142506986900003","-85.590896603499999"
"8301","14BL3123","Building Permit","BUILDING","Issued","A D GENERAL CONTRACTING LLC","Misc (Tent, Foundation, Etc)","Addition","R4","468","51.48","7900","11302   UNITED BLVD","HERITAGE CREEK","KY","40229-0000","1248081","219498","22","","2014-06-13 12:08:50","38.094776415600002","-85.613332106300007"
"8307","BL960865","Building Permit","BUILDING","Issued","G & M MAINTENANCE","Commercial","Renovation - Alter - Repair","PRO","10511","150","50000","9500   ORMSBY STATION RD","LYNDON","KY","40223-0000","1259746","280615","18","","2015-10-19 09:45:17","38.263054850899998","-85.575859874100004"
"8329","BL922150","Building Permit","BUILDING","Issued","PROMASTER CONTRACTING INC","Single Family","Renovation - Alter - Repair","R1","500","50","5000","12300   HOLLY LN","ANCHORAGE","KY","40223-0000","1273950","283733","17","","2014-11-10 12:40:02","38.272167033199999","-85.526544902200001"
"8374","EL961139","Electrical Permit","ELECTRICAL","Issued","ABTECH ELECTRICAL SERVICE","Multi Family","Rewire Repair Add Wiring","PD","0","100","200","800 S 4TH ST","LOUISVILLE","KY","40203-0000","1206928","274420","04","OLD LOUISVILLE","2015-10-13 14:43:35","38.243813071200002","-85.759438228099995"
"8417","13BL1441","Building Permit","BUILDING","Issued","BAILEY REMODELING & CONSTRUCTI","Single Family","Renovation - Alter - Repair","R4","0","50","20000","13512   OLIVER STATION CT","LOUISVILLE","KY","40245-0000","1280047","291676","17","","2013-06-19 11:41:35","38.294206557000003","-85.505686535600006"
"8510","FP944882","Fireplace Permit","FIREPLACE","Issued","FIREPLACE DISTRIBUTORS","Multi Family","Gas","R5A","0","35","1000","106   BECKLEY RIDGE LN","MIDDLETOWN","KY","40245-0000","1281694","272784","19","","2015-06-17 08:30:14","38.242395406","-85.499055719200001"
"8535","HV942828","HVAC Permit","HVAC","Issued","TOM DREXLER PLUMBING","Single Family","Replacement","R4","0","55","100","9107   WOODHOLD CT","LOUISVILLE","KY","40291-0000","1255178","243941","22","","2015-06-01 08:32:17","38.162176494000001","-85.589909703900005"
"8543","13BL5255","Building Permit","BUILDING","Issued","BALL HOMES INC","Single Family","New","R4","4317","1323.78","155500","712   URTON WOODS WAY","MIDDLETOWN","KY","40243-0000","1275536","269967","19","","2013-10-01 11:50:26","38.234429355000003","-85.520359616700006"
"8560","BL948569","Building Permit","BUILDING","Issued","LIFESTYLE CONSTRUCTION SERVICE","Multi Family","New","R6","15372","5248.36","325000","800   BELLE ST","LOUISVILLE","KY","40245-0000","1280581","268963","20","","2015-08-27 11:41:15","38.231862364000001","-85.502749709"
"8566","FP962499","Fireplace Permit","FIREPLACE","Issued","FIREPLACE DISTRIBUTORS","Single Family","Gas","R4","0","35","1000","17016   PRESERVE POINTE DR","LOUISVILLE","KY","40245-0000","1296373","273967","19","","2015-10-22 07:56:39","38.246179091199998","-85.448003582200002"
"8567","EL956567","Electrical Permit","ELECTRICAL","Issued","CRADY ELECTRIC INC","Single Family","New","PVD","0","160","10000","8807   BERGAMOT DR","LOUISVILLE","KY","40059-0000","1261926","304415","16","","2015-09-10 10:13:00","38.328488676299997","-85.569455488499997"
"8568","EL955120","Electrical Permit","ELECTRICAL","Issued","ROMANOFF ELECTRIC LOUISVILLE","Single Family","New","R4","0","160","1500","17104   CREEK VISTA CT","LOUISVILLE","KY","40245-0000","1295213","272208","19","","2015-08-31 13:13:30","38.241307774600003","-85.451962464499999"
"8569","EL965328","Electrical Permit","ELECTRICAL","Issued","CHEERS ELECTRIC","Misc (Tent, Foundation, Etc)","Temporary Service Pole","PVD","0","50","100","11020   MAYAPPLE ST","LOUISVILLE","KY","40059-0000","1263255","305123","16","","2015-11-12 09:04:11","38.3304848183","-85.564858326999996"
"8573","14HV4850","HVAC Permit","HVAC","Issued","A N Roth Company","Single Family","Replacement","R5","0","75","7695","3347   BROWNSBORO RD","LOUISVILLE","KY","40207-0000","1231314","281347","09","BROWNSBORO ZORN","2014-05-09 13:32:51","38.263898880799999","-85.674911519399998"
"8582","EL940937","Electrical Permit","ELECTRICAL","Issued","RITE WAY ELECTRICAL SERVICES","Single Family","Rewire Repair Add Wiring","TNZD","0","120","4000","1457 S 6TH ST","LOUISVILLE","KY","40208-0000","1205301","268437","06","OLD LOUISVILLE","2015-05-13 08:51:17","38.227312563300003","-85.764759946400005"
"8592","EL945210","Electrical Permit","ELECTRICAL","Issued","PERFORMANCE ELECTRIC INC","Single Family","Rewire Repair Add Wiring","R4","0","85","800","9902   ARTERBURN WOODS DR","LOUISVILLE","KY","40223-0000","1260892","275336","18","","2015-06-19 08:52:28","38.2486054174","-85.571605146099998"
"8596","14BL1854","Building Permit","BUILDING","Issued","STONEHENGE CONSTRUCTION LLC","Misc (Tent, Foundation, Etc)","Renovation - Alter - Repair","R5","2138","160.35","100000","3217   CANTERBURY LN","LOUISVILLE","KY","40207-0000","1234226","274086","09","ROCKCREEK LEXINGTON ROAD","2014-03-20 12:28:16","38.244085753900002","-85.664382246000002"
"8614","HV941986","HVAC Permit","HVAC","Issued","CHAPMAN ENGINEERING CORP","Commercial","Replacement","C2","0","180","4350","6319   RIVER RD","LOUISVILLE","KY","40059-0000","1243245","304390","16","","2015-05-26 14:22:11","38.327667064800004","-85.634568392099993"
"8671","HV954921","HVAC Permit","HVAC","Issued","AUTOMATIC AIR CORP","Single Family","Replacement","R4","0","105","500","311   WILLOW STONE WAY","LOUISVILLE","KY","40223-0000","1268051","275257","19","","2015-09-25 14:24:07","38.248667913600002","-85.546675069800003"
"8692","HV953833","HVAC Permit","HVAC","Issued","STIVERS HEATING AC","Single Family","Replacement","R5","0","105","4458","139   CANNONS LN","LOUISVILLE","KY","40206-0000","1232950","277197","09","CRESCENT HILL","2015-08-20 09:09:35","38.252573677400001","-85.668991536199997"
"8726","HV950991","HVAC Permit","HVAC","Issued","MILLER SERVICES","Commercial","Replacement","R6","0","180","4600","2214   BANK ST","LOUISVILLE","KY","40212-0000","1199396","282777","05","PORTLAND","2015-08-01 06:44:02","38.266416356400001","-85.786145647799998"
"8756","14BL3929","Building Permit","BUILDING","Issued","CLEARWATER POOLS SPAS INC","Misc (Tent, Foundation, Etc)","Pool","R4","540","59.4","45345","1611   GIRARD DR","GRAYMOOR/DEVONDALE","KY","40222-0000","1245782","284995","07","","2014-08-13 08:00:38","38.2745189113","-85.624716479599996"
"8779","BL961537","Building Permit","BUILDING","Issued","PRODIGY CONSTRUCTION CORP, INC","Commercial","Renovation - Alter - Repair","C2","0","50","15000","707 E MARKET ST","LOUISVILLE","KY","40202-0000","1212658","277868","04","REMAINDER OF CITY","2015-11-10 16:31:05","38.2535362088","-85.739683631700004"
"8832","13HV1942","HVAC Permit","HVAC","Issued","RICK BAYSE","Single Family","Replacement","R5","0","75","3650","4106   WOODS VIEW PL","LOUISVILLE","KY","40245-0000","1282378","292784","17","","2013-07-18 16:02:36","38.297335816500002","-85.497617595199998"
"8856","EL947347","Electrical Permit","ELECTRICAL","Issued","J & R ELECTRIC DBA BELCHER ELE","Single Family","Rewire Repair Add Wiring","R4","0","85","1000","5116   ROEDERER DR","LOUISVILLE","KY","40219-0000","1229650","243083","02","","2015-07-07 02:37:26","38.158767148300001","-85.678639293000003"
"8857","14BL4224","Building Permit","BUILDING","Issued","ENTERPRISE HOME IMPROVEMENTS","Single Family","Addition","R4","402","50","31800","5116   ROEDERER DR","LOUISVILLE","KY","40219-0000","1229650","243083","02","","2014-08-22 12:09:50","38.158767148300001","-85.678639293000003"
"8883","EL917534","Electrical Permit","ELECTRICAL","Issued","GLENN MILLER ELECTRIC COMPANY","Commercial","Rewire Repair Add Wiring","R7","0","150","4400","128 E SOUTHLAND BLVD","LOUISVILLE","KY","40214-0000","1206237","248414","21","SOUTHSIDE","2014-09-25 11:26:59","38.172378641100003","-85.760359110500005"
"8884","EL917539","Electrical Permit","ELECTRICAL","Issued","GLENN MILLER ELECTRIC COMPANY","Commercial","Rewire Repair Add Wiring","R7","0","150","4400","138 E SOUTHLAND BLVD","LOUISVILLE","KY","40214-0000","1206550","248504","21","SOUTHSIDE","2014-09-25 11:28:36","38.172639838800002","-85.759275617699998"
"8898","EL960370","Electrical Permit","ELECTRICAL","Issued","DR ELECTRIC","Single Family","Rewire Repair Add Wiring","R6","0","50","400","429 E LEE ST","LOUISVILLE","KY","40217-0000","1209857","266763","04","MERRIWETHER","2015-10-07 20:47:46","38.222921012599997","-85.748807220900005"
"8915","14BL3753","Building Permit","BUILDING","Issued","HALL CONTRACTING OF KENTUCKY I","Industrial","New","R4","630","75.6","40000","1310   PENILE RD","LOUISVILLE","KY","40272-0000","1197618","226478","13","","2014-07-28 15:38:08","38.111758151799997","-85.789061098900007"
"8930","EL953891","Electrical Permit","ELECTRICAL","Issued","DAVID KILNER","Single Family","New","R4","0","160","12000","2306   EVERGREEN RD","LOUISVILLE","KY","40223-0000","1268238","286141","17","","2015-08-20 13:28:29","38.278559665400003","-85.546557464700001"
"8952","14BL2758","Building Permit","BUILDING","Issued","CROMWELL DEVELOPMENT","Single Family","Addition","R5","113","50","30000","3903   TUESDAY WAY","LOUISVILLE","KY","40219-0000","1226228","233265","24","","2014-05-21 10:00:51","38.131663550799999","-85.690005198500003"
"8962","HV963233","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R5","0","105","1000","4915   BLUEBIRD CIR","LYNNVIEW","KY","40213-0000","1220769","250587","21","","2015-10-30 09:09:01","38.178988399300003","-85.709935787999996"
"8988","HV964683","HVAC Permit","HVAC","Issued","ROBBINS HEATING & A/C CO., INC.","Single Family","Replacement","R4","0","105","4444","7603   CEDAR HOLLOW DR","LOUISVILLE","KY","40291-0000","1246207","239106","23","","2015-11-09 10:12:24","38.148538379400001","-85.620857166600004"
"9009","HV947299","HVAC Permit","HVAC","Issued","PRODUCTION HEATING & COOLING","Single Family","Replacement","R5","0","105","3450","9824   BOXFORD WAY","MEADOW VALE","KY","40242-0000","1261947","287145","17","","2015-07-06 14:16:27","38.281071138000001","-85.568520495800001"
"9098","HV949442","HVAC Permit","HVAC","Issued","C & L HEATING AC INC","Single Family","Replacement","R4","0","105","2000","500   WOODLAKE DR","LOUISVILLE","KY","40245-0000","1285260","274647","19","","2015-07-22 14:48:24","38.247642886900003","-85.486727668100002"
"9110","14HV5141","HVAC Permit","HVAC","Issued","STIVERS HEATING AC","Commercial","Replacement","OR3","0","225","19401","3432   STONY SPRING CIR","LOUISVILLE","KY","40220-0000","1251198","257662","11","","2014-05-15 09:30:31","38.199690806699998","-85.604452416000001"
"9125","HV962951","HVAC Permit","HVAC","Issued","ROBBINS HEATING & A/C CO., INC.","Single Family","Replacement","R6","0","105","4555","5624   HARRODS RUN RD","PROSPECT","KY","40059-0000","1247582","305823","16","","2015-10-26 11:51:09","38.331779661600002","-85.619525819000003"
"9242","FP960898","Fireplace Permit","FIREPLACE","Issued","31 W INSULATION COMPANY INC","Single Family","Gas","R4","0","35","850","6409   EL RANCHO RD","LOUISVILLE","KY","40291-0000","1261176","240213","22","","2015-10-12 11:51:55","38.152178082100001","-85.568865106700002"
"9278","347563","Building Permit","BUILDING","Issued","BRUMMETT POOLS INC","Single Family","Addition","R4","510","50","25000","1110   VIEW CREST DR","LOUISVILLE","KY","40118-0000","1210846","221419","13","","2012-11-19 12:11:02","38.098465649799998","-85.742806979199997"
"9298","EL949315","Electrical Permit","ELECTRICAL","Issued","OLDHAM CO ELECTRIC LLC","Single Family","Rewire Repair Add Wiring","R6","0","150","12","4010   KEIGHLEY PARK LN","LOUISVILLE","KY","40299-0000","1274801","252164","20","","2015-07-22 08:42:54","38.185518819999999","-85.522062267799996"
"9304","HV947425","HVAC Permit","HVAC","Issued","KLM MECHANICAL SERVICES INC","Single Family","New","R4","0","105","1000","12801   VILLA GROVE DR","LOUISVILLE","KY","40245-0000","1278507","292855","17","","2015-07-07 11:35:24","38.297386004400003","-85.511108149600005"
"9305","330152","HVAC Permit","HVAC","Issued","PROJECT HEATING","Commercial","New","PEC","0","150","9850","12101   WESTPORT RD","LOUISVILLE","KY","40245-0000","1274061","295457","17","","2012-06-01 15:51:23","38.304362201899998","-85.526724354500004"
"9309","BL918553","Building Permit","BUILDING","Issued","ALAN G WATSON CONST INC","Single Family","Addition","R1","150","150","65000","604   CLUB LN","MOCKINGBIRD VALLEY","KY","40207-0000","1230410","283730","07","","2014-10-03 10:34:16","38.2704033698","-85.678188352700005"
"9334","EL965197","Electrical Permit","ELECTRICAL","Issued","CORRIGAN ELECTRIC CO INC","Single Family","Rewire Repair Add Wiring","R3","0","50","5000","404   BLANKENBAKER LN","INDIAN HILLS","KY","40207-0000","1237197","288450","07","","2015-11-11 15:28:21","38.2836495564","-85.654801436400007"
"9338","13HV5877","HVAC Permit","HVAC","Issued","PRUDENTIAL HVAC","Single Family","Replacement","R6","0","75","1","7016   WOODED MEADOW RD","LOUISVILLE","KY","40241-0000","1247550","292262","16","","2013-09-27 15:08:15","38.294544153899999","-85.618934747799997"
"9348","HV954564","HVAC Permit","HVAC","Issued","PRUDENTIAL HVAC","Single Family","Replacement","R3","0","105","3580","102   VALLEY RD","LOUISVILLE","KY","40204-0000","1217335","269192","08","TYLER PARK","2015-08-27 11:17:43","38.229921463899998","-85.722915481399994"
"9366","HV964799","HVAC Permit","HVAC","Issued","FOUR SEASONS HVAC","Single Family","Replacement","R4","0","105","3500","12202   BRIGHTFIELD DR","MIDDLETOWN","KY","40243-0000","1272905","270137","19","","2015-11-09 17:14:45","38.234796128699998","-85.529526689400001"
"9394","341260","HVAC Permit","HVAC","Issued","WISE HEATING & AIR CONDITION","Single Family","New","R4","0","75","2450","707   SENTRY WAY","LOUISVILLE","KY","40223-0000","1266090","278181","18","","2012-09-13 07:49:32","38.256620421800001","-85.553646984300002"
"9402","EL949333","Electrical Permit","ELECTRICAL","Issued","JENKINS ELECTRIC COMPANY LLC","Single Family","Rewire Repair Add Wiring","R4","0","85","1000","10904   GLENBARR CT","DOUGLASS HILLS","KY","40243-0000","1266715","270232","19","","2015-07-22 09:32:54","38.234818859999997","-85.551079589799997"
"9429","BL965570","Building Permit","BUILDING","Issued","DWB RESTORATION II, INC","Single Family","Renovation - Alter - Repair","R5","909","68.18","20000","4439   SANDERS LN","LOUISVILLE","KY","40216-0000","1191512","250998","15","CLOVERLEAF","2015-11-13 11:47:25","38.178799076700003","-85.811724975399997"
"9467","14HV4681","HVAC Permit","HVAC","Issued","BISHOP HEATING & COOLING","Single Family","Replacement","R5","0","75","1000","2614   DELOR AVE","LOUISVILLE","KY","40217-0000","1213430","263298","10","AUDUBON","2014-05-06 09:19:51","38.2135663014","-85.736176925999999"
"9472","EL963976","Electrical Permit","ELECTRICAL","Issued","WISSING CONTRACTING CO","Single Family","Rewire Repair Add Wiring","R5","0","85","740","428   LYNDON LN","LYNDON","KY","40222-0000","1252234","278245","18","","2015-11-03 09:37:05","38.256247665499998","-85.601898981399998"
"9495","BL928591","Building Permit","BUILDING","Issued","REDSMITH CONSTRUCTION","Single Family","Renovation - Alter - Repair","R5B","150","50","8000","2013   WOODBOURNE AVE","LOUISVILLE","KY","40205-0000","1226643","267154","08","HIGHLANDS DOUGLASS","2015-01-06 11:12:48","38.224730006900003","-85.690405027300002"
"9496","HV952934","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R5","0","105","1000","3022   WURTELE AVE","SHIVELY","KY","40216-0000","1194766","261120","03","","2015-08-13 13:16:34","38.2067413161","-85.800999488599999"
"9497","13BL4483","Building Permit","BUILDING","Issued","AHI REMODELING INC","Single Family","Renovation - Alter - Repair","R5","600","50","100000","1865   YALE DR","LOUISVILLE","KY","40205-0000","1225189","266056","08","BELKNAP","2013-08-05 15:20:14","38.221652707899999","-85.6954058006"
"9513","HV960454","HVAC Permit","HVAC","Issued","ROBBINS HEATING & A/C CO., INC.","Single Family","Replacement","OR1","0","105","4555","6604   BARDSTOWN RD","LOUISVILLE","KY","40291-0000","1255545","239957","22","","2015-10-08 11:39:17","38.151252122300001","-85.588432063300004"
"9587","HV964349","HVAC Permit","HVAC","Issued","EASTERN HEATING AND AIR","Single Family","Replacement","OR3","0","205","1000","127 S SHERRIN AVE","ST MATTHEWS","KY","40207-0000","1239014","276505","09","","2015-11-05 12:43:31","38.250928281900002","-85.647840518300001"
"9592","HV949585","HVAC Permit","HVAC","Issued","LOUISVILLE HEATING & AIR TECH","Single Family","Replacement","R4","0","55","6000","302   IOLA RD","ST MATTHEWS","KY","40207-0000","1233972","276820","09","","2015-07-23 09:26:56","38.251581735899997","-85.665412836100003"
"9618","HV946368","HVAC Permit","HVAC","Issued","EARL AGE & SON HTG & AIR","Single Family","Replacement","R5B","0","105","10000","1260   EVERETT AVE","LOUISVILLE","KY","40204-0000","1219847","271929","08","CHEROKEE TRIANGLE","2015-06-29 08:37:56","38.237546322699998","-85.7143231644"
"9629","EL934781","Electrical Permit","ELECTRICAL","Issued","CORRIGAN ELECTRIC CO INC","Single Family","Rewire Repair Add Wiring","C1","0","120","2555","2858   FRANKFORT AVE","LOUISVILLE","KY","40206-0000","1227595","278006","09","CRESCENT HILL","2015-03-16 16:14:09","38.254566900100002","-85.687681140400002"
"9634","HV943390","HVAC Permit","HVAC","Issued","TOM DREXLER PLUMBING","Single Family","Replacement","R5","0","55","100","3329   FERN LEA RD","SHIVELY","KY","40216-0000","1190701","259709","03","","2015-06-04 10:25:19","38.2026784249","-85.815060775700005"
"9636","13HV3013","HVAC Permit","HVAC","Issued","911 BOILER & AIR COND PROS","Single Family","Replacement","R1","0","125","15000","3740   UPPER RIVER RD","LOUISVILLE","KY","40207-0000","1228180","287104","07","","2013-07-11 20:10:23","38.279572035900003","-85.686138160300004"
"9662","BL938475","Building Permit","BUILDING","Issued","ENGLISH CONSTRUCTION INC","Commercial","Renovation - Alter - Repair","C2","14043","1825.59","100000","6650   DIXIE HWY","LOUISVILLE","KY","40258-0000","1184039","242122","12","","2015-05-07 16:36:39","38.154078129799998","-85.837186129000003"
"9677","FS947296","Fire Suppression Permit","FIRE SUPP","Issued","LANDMARK SPRINKLER INC","Commercial","Single System Repair","R4","0","50","2500","7606   PRESTON HWY","LOUISVILLE","KY","40219-0000","1226267","236598","13","","2015-07-14 10:07:27","38.140816635599997","-85.690050787999994"
"9700","HV942837","HVAC Permit","HVAC","Issued","A & I HEATING & AIR","Single Family","Replacement","R4","0","105","4000","11711   MAHOGANY DR","LOUISVILLE","KY","40272-0000","1173350","216991","14","","2015-06-01 09:29:40","38.084566507600002","-85.872812870299995"
"9712","HV962861","HVAC Permit","HVAC","Issued","WISE HEATING & AIR CONDITION","Single Family","Replacement","R4","0","105","1","9108   HENSLEY CT","LOUISVILLE","KY","40059-0000","1258729","303178","16","","2015-10-25 20:04:08","38.324965962999997","-85.580536708899999"
"9715","HV955756","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R5A","0","105","1000","10420   DOVE CHASE CIR","MIDDLETOWN","KY","40299-0000","1266505","268006","19","","2015-09-03 12:15:18","38.228698701900001","-85.551701106400003"
"9716","HV943430","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","C2","0","105","1000","8611   GRAND NEPTUNE DR","LOUISVILLE","KY","40228-0000","1247454","232881","23","","2015-06-11 09:54:57","38.131497090700002","-85.616200311900002"
"9733","HV963300","HVAC Permit","HVAC","Issued","SUPERIOR SERVICES LLC","Multi Family","New","TNZD","0","105","2200","1407 S 4TH ST","LOUISVILLE","KY","40208-0000","1206362","268975","06","OLD LOUISVILLE","2015-10-28 12:13:58","38.228837573900002","-85.7610976956"
"9734","13BL5637","Building Permit","BUILDING","Issued","JEDA CONSTRUCTION LLC","Single Family","New","R4","2375","178.12","150000","11806   GOFF LN","LOUISVILLE","KY","40118-0000","1197584","214848","13","","2013-10-22 14:13:06","38.0798245983","-85.788504099700006"
"9788","13BL5465","Building Permit","BUILDING","Issued","WEBER GROUP INC","Multi Family","New","C1","9134","1687.42","300000","6506   BROOK BEND WAY","LOUISVILLE","KY","40229-0000","1238101","222754","23","","2013-11-18 14:17:16","38.1033056964","-85.6481782125"
"9792","FP945551","Fireplace Permit","FIREPLACE","Issued","FIREPLACE DISTRIBUTORS","Single Family","Solid","R5A","0","35","1000","15027   TRADITION DR","LOUISVILLE","KY","40245-0000","1285640","286042","19","","2015-06-23 10:08:25","38.278944766899997","-85.485937008600004"
"9858","EL934157","Electrical Permit","ELECTRICAL","Issued","BARNETT ELECTRIC","Single Family","New","PRD","0","160","4000","10608   GLENMARY SPRINGS DR","LOUISVILLE","KY","40291-0000","1258294","230643","22","","2015-03-08 17:32:14","38.125787533699999","-85.578406331099998"
"9861","BL932771","Building Permit","BUILDING","Issued","THE POLING COMPANY INC","Multi Family","Renovation - Alter - Repair","PD","200","50","20000","410 S HANCOCK ST","LOUISVILLE","KY","40202-0000","1211743","276772","04","PHOENIX HILL","2015-02-19 10:22:39","38.250486302699997","-85.742807735200003"
"9887","310956","Building Permit","BUILDING","Issued","BRUMMETT POOLS INC","Single Family","Addition","R4","615","50","20000","17903   AARON CREEK WAY","LOUISVILLE","KY","40023-0000","1298760","261822","19","","2011-10-05 13:01:56","38.212916519300002","-85.439146704300001"
"9902","EL940613","Electrical Permit","ELECTRICAL","Issued","ROMANOFF ELECTRIC LOUISVILLE","Single Family","New","R4","0","160","1500","12505   DEER LAKE LN","LOUISVILLE","KY","40299-0000","1268379","245281","20","","2015-05-11 08:41:53","38.166374109700001","-85.544066552199993"
"9903","HV952955","HVAC Permit","HVAC","Issued","ELDER HEATING AC","Single Family","New","PVD","0","105","9700","10715   MEETING ST","LOUISVILLE","KY","40059-0000","1262848","303344","16","","2015-08-13 16:01:22","38.325584254500001","-85.566188394700006"
"9904","EL943662","Electrical Permit","ELECTRICAL","Issued","READY ELECTRIC COMPANY INC","Misc (Tent, Foundation, Etc)","Temporary Service Pole","R5","0","50","160","1917   HAZELWOOD CT","LOUISVILLE","KY","40214-0000","1197135","249601","15","IROQUOIS","2015-06-08 10:55:18","38.175223579399997","-85.792085053700006"
"9931","BL941314","Building Permit","BUILDING","Issued","CHRESTE COMPANY INC","Single Family","Addition","R5A","168","50","15000","2110   BONNYCASTLE AVE","LOUISVILLE","KY","40205-0000","1223364","269845","08","BONNYCASTLE","2015-05-15 13:13:06","38.231977241899997","-85.701965472300003"
"9955","HV942392","HVAC Permit","HVAC","Issued","MR C REFRIGERATION DBA STERLI","Single Family","Replacement","R4","0","105","4800","6507   SEDGWICKE DR","PROSPECT","KY","40059-0000","1248261","311265","16","","2015-05-27 14:28:27","38.346749319799997","-85.6174406433"
"9959","HV945044","HVAC Permit","HVAC","Issued","DFH COMPANY","Single Family","Replacement","R4","0","155","7150","3816   SHANNON RUN TRL","LOUISVILLE","KY","40299-0000","1252403","254197","11","","2015-06-19 15:09:34","38.1902254504","-85.600082973100001"
"9962","HV959901","HVAC Permit","HVAC","Issued","FUTCH HEATING AC","Single Family","Replacement","R4","0","105","4000","6306   FARMHILL CT","LOUISVILLE","KY","40291-0000","1256778","240822","22","","2015-10-05 11:02:14","38.1536763103","-85.584188346800005"
"9980","HV947525","HVAC Permit","HVAC","Issued","PRUDENTIAL HVAC","Single Family","Replacement","R5","0","105","4400","4054   RICHLAND AVE","ST MATTHEWS","KY","40207-0000","1238543","279062","09","","2015-07-08 16:04:02","38.257929365599999","-85.649615771599997"
"9998","HV942457","HVAC Permit","HVAC","Issued","FOUR SEASONS HVAC","Single Family","Replacement","R5","0","105","2200","3705   ROSEMONT BLVD","LOUISVILLE","KY","40218-0000","1238640","259892","10","","2015-05-27 15:27:29","38.205298452000001","-85.6482645265"
"10042","EL953741","Electrical Permit","ELECTRICAL","Issued","PAYNE ELECTRIC COMPANY INC","Single Family","Rewire Repair Add Wiring","R5","0","50","500","604 E BRANDEIS AVE","LOUISVILLE","KY","40217-0000","1210770","265824","15","SAINT JOSEPH","2015-08-20 08:12:35","38.2203835981","-85.745576493900003"
"10061","EL955748","Electrical Permit","ELECTRICAL","Issued","Comstock Brothers Electric","Commercial","New","R4","0","75","5000","2301   DOUGLASS BLVD","LOUISVILLE","KY","40205-0000","1227791","268961","08","HIGHLANDS DOUGLASS","2015-09-03 11:49:31","38.229740676900001","-85.686507424400006"
"10063","EL955167","Electrical Permit","ELECTRICAL","Issued","BATES ELECTRIC INC","Multi Family","Rewire Repair Add Wiring","R6","0","175","750","2514 W JEFFERSON ST","LOUISVILLE","KY","40212-0000","1197465","279572","05","RUSSELL","2015-08-31 19:01:32","38.257528027600003","-85.792683413399999"
"10078","HV952591","HVAC Permit","HVAC","Issued","J & M MECHANICAL","Single Family","Replacement","R6","0","105","3500","2321 W MUHAMMAD ALI BLVD","LOUISVILLE","KY","40212-0000","1198195","278645","04","RUSSELL","2015-08-12 00:42:27","38.255016383300003","-85.790087512499994"
"10079","EL955161","Electrical Permit","ELECTRICAL","Issued","DAVID SAMPSON","Single Family","Rewire Repair Add Wiring","R6","0","50","10","2321 W MUHAMMAD ALI BLVD","LOUISVILLE","KY","40212-0000","1198195","278645","04","RUSSELL","2015-08-31 16:12:33","38.255016383300003","-85.790087512499994"
"10115","HV941430","HVAC Permit","HVAC","Issued","BRYANT HEATING & AC","Single Family","Replacement","R4","0","105","1000","4436   BLENHEIM RD","BEECHWOOD VILLAGE","KY","40207-0000","1243455","278238","07","","2015-05-20 11:44:25","38.255870619699998","-85.632468137100005"
